110   5783	0.25939	0.01097	-0.00519	0.00172
115   5783	0.25939	0.01097	-0.00519	0.00172
120   5783	0.25939	0.01097	-0.00519	0.00172
125   5783	0.25939	0.01097	-0.00519	0.00172
130   5783	0.25939	0.01097	-0.00519	0.00172
135   5783	0.25939	0.01097	-0.00519	0.00172
140   5783	0.25939	0.01097	-0.00519	0.00172
145   5783	0.25939	0.01097	-0.00519	0.00172
150   5783	0.25939	0.01097	-0.00519	0.00172
155   5783	0.25939	0.01097	-0.00519	0.00172
160   5783	0.25939	0.01097	-0.00519	0.00172
170   5783	0.25939	0.01097	-0.00519	0.00172
180   5783	0.25939	0.01097	-0.00519	0.00172
190   5783	0.25939	0.01097	-0.00519	0.00172
200   5783	0.25939	0.01097	-0.00519	0.00172
250   5783	0.25939	0.01097	-0.00519	0.00172
300   5783	0.19434	0.00836	-0.00389	0.00146
350   5783	0.19434	0.00836	-0.00389	0.00146
400   5783	0.19434	0.00836	-0.00389	0.00146
450   5783	0.19434	0.00836	-0.00389	0.00146
500   5783	0.19434	0.00836	-0.00389	0.00146
550   5783	0.19434	0.00836	-0.00389	0.00146
600   5783	0.19434	0.00836	-0.00389	0.00146
700   5783	0.19434	0.00836	-0.00389	0.00146
800   5783	0.19434	0.00836	-0.00389	0.00146
900   5783	0.19434	0.00836	-0.00389	0.00146
1000  5783	0.19434	0.00836	-0.00389	0.00146
