110   1052	0.15223	0.02330	0.00913	0.00154
115   1052	0.15223	0.02330	0.00913	0.00154
120   1052	0.15223	0.02330	0.00913	0.00154
125   1052	0.15223	0.02330	0.00913	0.00154
130   1052	0.15223	0.02330	0.00913	0.00154
135   1052	0.15223	0.02330	0.00913	0.00154
140   1052	0.15223	0.02330	0.00913	0.00154
145   1052	0.15223	0.02330	0.00913	0.00154
150   1052	0.15223	0.02330	0.00913	0.00154
155   1052	0.15223	0.02330	0.00913	0.00154
160   1052	0.15223	0.02330	0.00913	0.00154
170   1052	0.15223	0.02330	0.00913	0.00154
180   1052	0.15223	0.02330	0.00913	0.00154
190   1052	0.15223	0.02330	0.00913	0.00154
200   1052	0.15223	0.02330	0.00913	0.00154
250   1052	0.15223	0.02330	0.00913	0.00154
300   1052	0.10333	0.01913	0.00620	0.00115
350   1052	0.10333	0.01913	0.00620	0.00115
400   1052	0.10333	0.01913	0.00620	0.00115
450   1052	0.10333	0.01913	0.00620	0.00115
500   1052	0.10333	0.01913	0.00620	0.00115
550   1052	0.10333	0.01913	0.00620	0.00115
600   1052	0.10333	0.01913	0.00620	0.00115
