0	361	0.128575	0.0221623
110	355	0.136041	0.0246398
115	355	0.136041	0.0246398
120	355	0.136041	0.0246398
125	355	0.136041	0.0246398
130	355	0.136041	0.0246398
135	355	0.136041	0.0246398
140	355	0.136041	0.0246398
145	355	0.136041	0.0246398
150	355	0.136041	0.0246398
155	355	0.136041	0.0246398
160	355	0.136041	0.0246398
170	355	0.136041	0.0246398
180	355	0.136041	0.0246398
190	355	0.136041	0.0246398
200	355	0.136041	0.0246398
250	355	0.136041	0.0246398
300	311	0.0977272	0.0310046
350	311	0.0977272	0.0310046
400	311	0.0977272	0.0310046
450	311	0.0977272	0.0310046
500	311	0.0977272	0.0310046
550	311	0.0977272	0.0310046
600	311	0.0977272	0.0310046
700	311	0.0977272	0.0310046
800	311	0.0977272	0.0310046
900	311	0.0977272	0.0310046
1000	311	0.0977272	0.0310046
