0	337	0.126947	0.0241499
110	55	0.0564681	0.0192426
115	55	0.0564681	0.0192426
120	95	0.0566035	0.0192724
125	59	0.0751503	0.041907
130	41	0.101412	0.0597834
135	51	0.103561	0.061009
140	54	0.103741	0.0611074
145	78	0.104343	0.0614402
150	77	0.0878675	0.0297222
155	82	0.0878207	0.0296987
160	30	0.196463	0.05908
170	33	0.198063	0.0517533
180	40	0.171561	0.0219848
190	79	0.132795	0.0175868
200	114	0.1188	0.034697
250	142	0.080889	0.043848
300	107	0.0909379	0.0377078
350	73	0.0743948	0.0113212
400	43	0.127058	0.0412403
450	15	0.146665	0.102315
500	8	0.135796	0.179367
550	5	0.0711802	0.132117
600	3	0.1	0.2
700	3	0.1	0.2
800	3	0.108905	0.376695
900	3	0.250122	0.421512
1000	3	0.635648	1.38144
