110   1719	0.00047	0.00007	-0.00003	0.00009
115   1719	0.00047	0.00007	-0.00003	0.00009
120   1719	0.00090	0.00013	-0.00005	0.00012
125   1719	0.00129	0.00019	-0.00008	0.00015
130   1719	0.00150	0.00022	-0.00009	0.00016
135   1719	0.00166	0.00025	-0.00010	0.00017
140   1719	0.00174	0.00026	-0.00010	0.00017
145   1719	0.00245	0.00037	-0.00015	0.00021
150   1719	0.00221	0.00033	-0.00013	0.00020
155   1719	0.00251	0.00038	-0.00015	0.00021
160   1719	0.00216	0.00032	-0.00013	0.00019
170   1719	0.00235	0.00035	-0.00014	0.00020
180   1719	0.00306	0.00046	-0.00018	0.00023
190   1719	0.00418	0.00063	-0.00025	0.00027
200   1719	0.00426	0.00064	-0.00026	0.00027
250   1719	0.00335	0.00050	-0.00020	0.00024
300   1719	0.00317	0.00048	-0.00019	0.00024
350   1719	0.00281	0.00042	-0.00017	0.00022
400   1719	0.00233	0.00035	-0.00014	0.00020
450   1719	0.00162	0.00024	-0.00010	0.00017
500   1719	0.00145	0.00022	-0.00009	0.00016
550   1719	0.00117	0.00018	-0.00007	0.00015
600   1719	0.00099	0.00015	-0.00006	0.00013
