110   1719	0.00146	0.00022	0.00004	0.00015
115   1719	0.00146	0.00022	0.00004	0.00015
120   1719	0.00205	0.00031	0.00006	0.00018
125   1719	0.00270	0.00041	0.00008	0.00021
130   1719	0.00324	0.00049	0.00010	0.00023
135   1719	0.00331	0.00050	0.00010	0.00023
140   1719	0.00320	0.00048	0.00010	0.00023
145   1719	0.00431	0.00065	0.00013	0.00027
150   1719	0.00392	0.00059	0.00012	0.00026
155   1719	0.00426	0.00064	0.00013	0.00027
160   1719	0.00377	0.00057	0.00011	0.00025
170   1719	0.00336	0.00050	0.00010	0.00024
180   1719	0.00403	0.00060	0.00012	0.00026
190   1719	0.00594	0.00089	0.00018	0.00032
200   1719	0.00662	0.00099	0.00020	0.00034
250   1719	0.00650	0.00097	0.00019	0.00033
300   1719	0.00523	0.00079	0.00016	0.00030
350   1719	0.00458	0.00069	0.00014	0.00028
400   1719	0.00411	0.00062	0.00012	0.00027
450   1719	0.00267	0.00040	0.00008	0.00021
500   1719	0.00215	0.00032	0.00006	0.00019
550   1719	0.00177	0.00027	0.00005	0.00017
600   1719	0.00149	0.00022	0.00004	0.00016
