110   1020	0.00363	0.00049	0.00022	0.00057
115   1020	0.00363	0.00049	0.00022	0.00057
120   1020	0.00770	0.00105	0.00046	0.00079
125   1020	0.01001	0.00139	0.00060	0.00084
130   1020	0.01255	0.00177	0.00075	0.00093
135   1020	0.01395	0.00197	0.00084	0.00099
140   1020	0.01435	0.00204	0.00086	0.00100
145   1020	0.02168	0.00308	0.00130	0.00124
150   1020	0.01377	0.00212	0.00083	0.00092
155   1020	0.01653	0.00254	0.00099	0.00104
160   1020	0.01329	0.00238	0.00080	0.00091
170   1020	0.01452	0.00268	0.00087	0.00100
180   1020	0.02270	0.00392	0.00136	0.00132
190   1020	0.04141	0.00653	0.00248	0.00183
200   1020	0.04361	0.00675	0.00262	0.00185
250   1020	0.04929	0.00721	0.00296	0.00171
300   1020	0.06570	0.00945	0.00394	0.00193
350   1020	0.06388	0.00952	0.00383	0.00185
400   1020	0.05677	0.00889	0.00341	0.00172
450   1020	0.03699	0.00643	0.00222	0.00136
500   1020	0.03008	0.00569	0.00180	0.00122
550   1020	0.02265	0.00469	0.00136	0.00105
600   1020	0.01610	0.00369	0.00097	0.00085
